CONTAINER ID        NAME                      CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
4a4af34834a5        peer5.org1.example.com    1.16%               27.95MiB / 7.695GiB   0.35%               2.13MB / 720kB      41kB / 57.3kB       16
2b1d5668b0b0        peer96.org1.example.com   1.21%               26.81MiB / 7.695GiB   0.34%               1.92MB / 884kB      98.3kB / 32.8kB     13
ffc1f8a74075        peer49.org1.example.com   0.79%               28.57MiB / 7.695GiB   0.36%               1.88MB / 729kB      90.1kB / 32.8kB     16
7a921d84b8c8        peer14.org1.example.com   3.01%               28.07MiB / 7.695GiB   0.36%               2.55MB / 1.61MB     147kB / 106kB       16

# INTERMEDIARY VERIFICATION

CONTAINER ID        NAME                                        CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
7fe880cb095a        dev-peer0.org1.example.com-trustas_cc-1.0   0.00%               3.434MiB / 2GiB       0.17%               8.64kB / 2kB        8.19kB / 0B         6
430a7b143ff5        peer63.org1.example.com                     2.14%               25.84MiB / 7.695GiB   0.33%               2.13MB / 2.2MB      188kB / 32.8kB      12
2b064a18eded        peer54.org1.example.com                     1.16%               25.25MiB / 7.695GiB   0.32%               2.04MB / 2.17MB     336kB / 32.8kB      13
b10304933ed1        peer95.org1.example.com                     1.39%               24.63MiB / 7.695GiB   0.31%               2.14MB / 2.33MB     123kB / 32.8kB      12
ec2b6222c935        peer30.org1.example.com                     0.97%               25.24MiB / 7.695GiB   0.32%               2.17MB / 2.19MB     90.1kB / 32.8kB     12
49632d30e1a7        peer90.org1.example.com                     1.13%               25.3MiB / 7.695GiB    0.32%               2.27MB / 2.3MB      156kB / 32.8kB      12
c8de34c73514        peer55.org1.example.com                     0.94%               25.18MiB / 7.695GiB   0.32%               2.1MB / 1.98MB      164kB / 32.8kB      13
a5a79b4f41c2        peer84.org1.example.com                     2.74%               25.62MiB / 7.695GiB   0.33%               1.98MB / 2.03MB     57.3kB / 32.8kB     12
949c5f4e89b1        peer17.org1.example.com                     4.35%               24.67MiB / 7.695GiB   0.31%               2.16MB / 2.15MB     164kB / 32.8kB      13
cc4ed00dbc5a        peer13.org1.example.com                     1.20%               25.62MiB / 7.695GiB   0.33%               2.23MB / 2.4MB      229kB / 32.8kB      13
e637f158f09e        peer60.org1.example.com                     3.34%               25.01MiB / 7.695GiB   0.32%               2.38MB / 2.65MB     81.9kB / 32.8kB     13
bae0e839064f        peer35.org1.example.com                     1.28%               25.37MiB / 7.695GiB   0.32%               2.32MB / 2.7MB      197kB / 32.8kB      13
31ec5d034e94        peer74.org1.example.com                     1.01%               25.62MiB / 7.695GiB   0.33%               2.13MB / 2.29MB     295kB / 32.8kB      14
de1e3ee0718b        peer29.org1.example.com                     1.62%               24.94MiB / 7.695GiB   0.32%               2.22MB / 2.56MB     106kB / 32.8kB      12
aa98b4e551fd        peer79.org1.example.com                     1.50%               25.46MiB / 7.695GiB   0.32%               2.34MB / 2.52MB     147kB / 32.8kB      12
97dea4de47d0        peer32.org1.example.com                     1.01%               25.54MiB / 7.695GiB   0.32%               2.42MB / 2.48MB     221kB / 32.8kB      12
2ad54ba8faa8        peer97.org1.example.com                     1.07%               25.49MiB / 7.695GiB   0.32%               2.28MB / 2.29MB     115kB / 32.8kB      12
0d66e5724205        peer70.org1.example.com                     1.14%               25.07MiB / 7.695GiB   0.32%               2.17MB / 2.38MB     90.1kB / 32.8kB     13
05a1a50f6364        peer50.org1.example.com                     1.17%               25.91MiB / 7.695GiB   0.33%               2.6MB / 2.7MB       426kB / 32.8kB      12
56ba63f4fb49        peer62.org1.example.com                     1.12%               26.38MiB / 7.695GiB   0.33%               2.63MB / 2.53MB     287kB / 32.8kB      13
08c451d9ae59        peer16.org1.example.com                     1.08%               24.49MiB / 7.695GiB   0.31%               2.39MB / 2.79MB     115kB / 32.8kB      12
6883a64f237b        peer83.org1.example.com                     0.94%               25.04MiB / 7.695GiB   0.32%               2.33MB / 2.74MB     246kB / 164kB       13
f87e8caec353        peer87.org1.example.com                     1.18%               24.69MiB / 7.695GiB   0.31%               2.42MB / 2.71MB     270kB / 32.8kB      13
246286302c25        peer73.org1.example.com                     1.08%               26.02MiB / 7.695GiB   0.33%               2.45MB / 2.27MB     172kB / 147kB       15
4777ab4a85b1        peer80.org1.example.com                     1.43%               26.25MiB / 7.695GiB   0.33%               2.23MB / 1.82MB     65.5kB / 106kB      13
7e32e6cb0a55        peer34.org1.example.com                     0.95%               24.93MiB / 7.695GiB   0.32%               2.01MB / 1.47MB     156kB / 32.8kB      13
c885f63303d8        peer42.org1.example.com                     0.98%               23.95MiB / 7.695GiB   0.30%               2.04MB / 2.81MB     238kB / 32.8kB      11
b5e1266682df        peer67.org1.example.com                     2.05%               24.71MiB / 7.695GiB   0.31%               2.56MB / 2.88MB     303kB / 32.8kB      13
22be238ab02a        peer27.org1.example.com                     1.16%               26.55MiB / 7.695GiB   0.34%               2.47MB / 2.3MB      139kB / 32.8kB      13
fafe1e518a28        peer12.org1.example.com                     0.86%               24.77MiB / 7.695GiB   0.31%               1.71MB / 1.9MB      254kB / 41kB        11
c190f5ba891c        peer91.org1.example.com                     1.77%               26.29MiB / 7.695GiB   0.33%               2.41MB / 2.45MB     98.3kB / 32.8kB     13
ac7322e424c0        peer99.org1.example.com                     1.23%               26.8MiB / 7.695GiB    0.34%               2.68MB / 2.99MB     147kB / 32.8kB      14
4dee2e38ea0a        peer94.org1.example.com                     1.16%               24.14MiB / 7.695GiB   0.31%               2.11MB / 2.44MB     319kB / 32.8kB      11
4f6407b1dddb        peer24.org1.example.com                     1.34%               24.71MiB / 7.695GiB   0.31%               2.31MB / 2.96MB     57.3kB / 32.8kB     11
9fae82985af6        peer88.org1.example.com                     1.05%               24.71MiB / 7.695GiB   0.31%               2.17MB / 2.7MB      147kB / 508kB       12
3e1fae0c9301        peer38.org1.example.com                     3.01%               27.01MiB / 7.695GiB   0.34%               4.02MB / 3.73MB     213kB / 139kB       15
a83c304cc667        peer89.org1.example.com                     2.73%               26.74MiB / 7.695GiB   0.34%               4.45MB / 3.56MB     123kB / 115kB       13
66587be9d49f        peer59.org1.example.com                     0.99%               28.71MiB / 7.695GiB   0.36%               4.29MB / 3.6MB      623kB / 32.8kB      15
91b7c39da561        peer76.org1.example.com                     1.05%               27.55MiB / 7.695GiB   0.35%               4.18MB / 3.84MB     451kB / 32.8kB      16
e194deb2dbd8        peer85.org1.example.com                     3.13%               27MiB / 7.695GiB      0.34%               4.36MB / 3.57MB     81.9kB / 32.8kB     15
f721e09db0d2        peer1.org1.example.com                      7.55%               59.02MiB / 7.695GiB   0.75%               12MB / 47.1MB       106kB / 65.5kB      16
85fdbda25496        peer64.org1.example.com                     1.33%               27.26MiB / 7.695GiB   0.35%               4.05MB / 3.14MB     98.3kB / 32.8kB     16
cc059df2b03e        peer44.org1.example.com                     0.92%               25.59MiB / 7.695GiB   0.32%               2.24MB / 2.17MB     156kB / 65.5kB      13
672f538c553a        peer66.org1.example.com                     1.64%               27.67MiB / 7.695GiB   0.35%               4.48MB / 3.69MB     172kB / 98.3kB      16
76fe575b8a28        peer4.org1.example.com                      5.35%               27.46MiB / 7.695GiB   0.35%               4.27MB / 3.3MB      24.6kB / 32.8kB     15
7038433af252        peer36.org1.example.com                     1.12%               26.66MiB / 7.695GiB   0.34%               4.18MB / 3.54MB     246kB / 32.8kB      15
dad1128906d0        peer69.org1.example.com                     1.54%               28.51MiB / 7.695GiB   0.36%               4.37MB / 3.28MB     524kB / 32.8kB      15
9a6ec4480c05        peer21.org1.example.com                     2.40%               28.49MiB / 7.695GiB   0.36%               4.36MB / 3.69MB     73.7kB / 32.8kB     15
4bb3b5d4b097        peer18.org1.example.com                     2.95%               26.3MiB / 7.695GiB    0.33%               4.1MB / 3.18MB      229kB / 32.8kB      14
c6a83a8e1efd        peer19.org1.example.com                     1.34%               27.02MiB / 7.695GiB   0.34%               4MB / 3.47MB        188kB / 32.8kB      16
3f5e6c600a39        orderer.example.com                         0.01%               9.906MiB / 7.695GiB   0.13%               187kB / 25.6kB      20.9MB / 139kB      8
b48ee84170b0        peer46.org1.example.com                     10.93%              28.38MiB / 7.695GiB   0.36%               4.41MB / 3.69MB     254kB / 32.8kB      16
df3a7c7a4f30        peer41.org1.example.com                     1.16%               28MiB / 7.695GiB      0.36%               4.24MB / 3.31MB     156kB / 32.8kB      15
9f16950228a9        peer8.org1.example.com                      1.41%               27.53MiB / 7.695GiB   0.35%               4.28MB / 3.54MB     238kB / 32.8kB      17
45b3b9deb6de        peer86.org1.example.com                     1.58%               28.75MiB / 7.695GiB   0.36%               4.29MB / 3.44MB     164kB / 844kB       16
1126ca20feff        peer47.org1.example.com                     1.79%               27.91MiB / 7.695GiB   0.35%               4.38MB / 3.54MB     156kB / 32.8kB      15
eea21119143e        peer6.org1.example.com                      2.16%               28.26MiB / 7.695GiB   0.36%               4.52MB / 3.42MB     172kB / 32.8kB      15
d6b3d6a8cbc5        peer75.org1.example.com                     3.90%               28.56MiB / 7.695GiB   0.36%               4.85MB / 3.71MB     90.1kB / 115kB      17
16dac51b21bf        peer81.org1.example.com                     1.43%               27.68MiB / 7.695GiB   0.35%               4.32MB / 3.51MB     188kB / 32.8kB      16
8fbe20ef8121        peer37.org1.example.com                     1.11%               27.04MiB / 7.695GiB   0.34%               2.77MB / 2.26MB     131kB / 73.7kB      14
205a6533cccd        peer28.org1.example.com                     3.65%               26.59MiB / 7.695GiB   0.34%               2.8MB / 2.48MB      180kB / 32.8kB      14
8eebd44eda88        peer2.org1.example.com                      6.01%               27.89MiB / 7.695GiB   0.35%               4.05MB / 3MB        434kB / 115kB       15
720975843f70        peer68.org1.example.com                     5.28%               26.51MiB / 7.695GiB   0.34%               4.03MB / 3.06MB     377kB / 32.8kB      15
317ae39a9873        peer48.org1.example.com                     4.87%               28.04MiB / 7.695GiB   0.36%               3.7MB / 2.8MB       106kB / 32.8kB      17
db26f2b96628        peer10.org1.example.com                     1.78%               27.82MiB / 7.695GiB   0.35%               4.09MB / 3.12MB     180kB / 32.8kB      15
ecab3ff61eab        peer98.org1.example.com                     2.41%               26.24MiB / 7.695GiB   0.33%               3.67MB / 2.81MB     106kB / 32.8kB      14
198c111231c8        peer93.org1.example.com                     3.05%               27.21MiB / 7.695GiB   0.35%               4.26MB / 3.19MB     221kB / 90.1kB      17
eab2ede5706b        peer71.org1.example.com                     1.37%               26.7MiB / 7.695GiB    0.34%               3.72MB / 2.08MB     852kB / 32.8kB      14
a760ba830f2d        peer77.org1.example.com                     1.25%               27.22MiB / 7.695GiB   0.35%               2.71MB / 1.69MB     139kB / 49.2kB      15
f7aaf54ac48b        peer58.org1.example.com                     1.90%               28.17MiB / 7.695GiB   0.36%               4.29MB / 3.36MB     205kB / 32.8kB      15
5aec44e7e656        peer11.org1.example.com                     3.18%               29.14MiB / 7.695GiB   0.37%               3.35MB / 1.21MB     32.8kB / 32.8kB     16
d384efbb7f40        peer40.org1.example.com                     0.87%               29.38MiB / 7.695GiB   0.37%               3.82MB / 2.37MB     98.3kB / 32.8kB     15
023348fc4823        peer20.org1.example.com                     2.93%               26.55MiB / 7.695GiB   0.34%               2.86MB / 1.02MB     41kB / 32.8kB       14
58aa95f6a58b        peer9.org1.example.com                      8.97%               27.39MiB / 7.695GiB   0.35%               3.25MB / 1.2MB      254kB / 32.8kB      17
45c108523282        peer45.org1.example.com                     1.44%               27.8MiB / 7.695GiB    0.35%               3.41MB / 1.33MB     57.3kB / 32.8kB     15
eff0ce3d778e        peer3.org1.example.com                      2.00%               27.51MiB / 7.695GiB   0.35%               3.33MB / 1.29MB     131kB / 32.8kB      16
01557fa306df        peer51.org1.example.com                     3.40%               28.13MiB / 7.695GiB   0.36%               3.31MB / 1.54MB     57.3kB / 32.8kB     16
065f6ed18ed7        peer57.org1.example.com                     0.65%               28.81MiB / 7.695GiB   0.37%               3.61MB / 1.34MB     65.5kB / 32.8kB     15
c036b66baf22        peer26.org1.example.com                     0.81%               27.67MiB / 7.695GiB   0.35%               3.62MB / 1.3MB      65.5kB / 32.8kB     15
4e1e3e229574        peer7.org1.example.com                      2.20%               28.82MiB / 7.695GiB   0.37%               3.28MB / 1.4MB      164kB / 32.8kB      18
b551342d1d66        peer23.org1.example.com                     0.88%               28.03MiB / 7.695GiB   0.36%               3.72MB / 2.06MB     524kB / 32.8kB      15
111ec92811dc        peer65.org1.example.com                     0.93%               28.59MiB / 7.695GiB   0.36%               3.31MB / 1.2MB      131kB / 123kB       14
4b79960f5d94        peer0.org1.example.com                      11.42%              110MiB / 7.695GiB     1.40%               16.4MB / 45.7MB     12.6MB / 106kB      15
91023ac5f6e0        peer31.org1.example.com                     2.98%               28.55MiB / 7.695GiB   0.36%               3.23MB / 1.18MB     246kB / 32.8kB      15
c13373dc2c1f        peer56.org1.example.com                     1.42%               28.1MiB / 7.695GiB    0.36%               4.19MB / 2.97MB     246kB / 49.2kB      15
a6f2e9256efc        peer52.org1.example.com                     1.91%               28.66MiB / 7.695GiB   0.36%               3.21MB / 1.31MB     90.1kB / 32.8kB     16
0c5c3828b471        peer92.org1.example.com                     9.06%               28.63MiB / 7.695GiB   0.36%               3.41MB / 1.41MB     188kB / 98.3kB      17
9904d77d6a79        peer78.org1.example.com                     1.16%               28.34MiB / 7.695GiB   0.36%               4.06MB / 2.74MB     81.9kB / 98.3kB     16
ba802c0bfb4b        peer43.org1.example.com                     1.62%               27.14MiB / 7.695GiB   0.34%               3.35MB / 1.18MB     238kB / 123kB       15
e200a9e66dbc        peer22.org1.example.com                     0.73%               26.41MiB / 7.695GiB   0.34%               2.23MB / 926kB      41kB / 32.8kB       13
3508d546543f        peer61.org1.example.com                     1.18%               12.24MiB / 7.695GiB   0.16%               216kB / 54.6kB      139kB / 1.02MB      10
3144ba249452        peer25.org1.example.com                     4.99%               28.6MiB / 7.695GiB    0.36%               3.45MB / 1.28MB     65.5kB / 32.8kB     16
1d60a9a43455        peer39.org1.example.com                     4.03%               28.63MiB / 7.695GiB   0.36%               3.37MB / 1.4MB      57.3kB / 32.8kB     15
c9c5b3e38a28        peer33.org1.example.com                     0.99%               28.46MiB / 7.695GiB   0.36%               3.62MB / 1.34MB     90.1kB / 32.8kB     16
027869595f92        peer82.org1.example.com                     2.56%               28.71MiB / 7.695GiB   0.36%               3.59MB / 1.55MB     98.3kB / 32.8kB     15
815dcb6c70a1        peer15.org1.example.com                     5.68%               28.37MiB / 7.695GiB   0.36%               3.28MB / 1.26MB     221kB / 32.8kB      14
a44a5ecadd32        peer53.org1.example.com                     6.00%               27.95MiB / 7.695GiB   0.35%               3.18MB / 1.3MB      98.3kB / 90.1kB     14
b2a9a8f48d8e        peer72.org1.example.com                     4.81%               28.76MiB / 7.695GiB   0.36%               3.66MB / 1.32MB     106kB / 57.3kB      15
4a4af34834a5        peer5.org1.example.com                      0.88%               28.9MiB / 7.695GiB    0.37%               3.62MB / 1.32MB     41kB / 57.3kB       16
2b1d5668b0b0        peer96.org1.example.com                     2.21%               28.55MiB / 7.695GiB   0.36%               3.42MB / 1.44MB     98.3kB / 32.8kB     16
ffc1f8a74075        peer49.org1.example.com                     0.87%               28.96MiB / 7.695GiB   0.37%               3.27MB / 1.41MB     90.1kB / 32.8kB     16
7a921d84b8c8        peer14.org1.example.com                     8.93%               29.34MiB / 7.695GiB   0.37%               4.31MB / 2.89MB     147kB / 106kB       16

# AGREEMENTS STORED

CONTAINER ID        NAME                                        CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
7fe880cb095a        dev-peer0.org1.example.com-trustas_cc-1.0   0.54%               4.328MiB / 2GiB       0.21%               89kB / 38.2kB       8.19kB / 0B         6
430a7b143ff5        peer63.org1.example.com                     1.71%               25.87MiB / 7.695GiB   0.33%               2.21MB / 2.33MB     188kB / 32.8kB      12
2b064a18eded        peer54.org1.example.com                     1.29%               25.49MiB / 7.695GiB   0.32%               2.16MB / 2.3MB      336kB / 32.8kB      13
b10304933ed1        peer95.org1.example.com                     2.01%               24.65MiB / 7.695GiB   0.31%               2.26MB / 2.45MB     123kB / 32.8kB      12
ec2b6222c935        peer30.org1.example.com                     1.09%               25.26MiB / 7.695GiB   0.32%               2.26MB / 2.32MB     90.1kB / 32.8kB     12
49632d30e1a7        peer90.org1.example.com                     1.12%               25.34MiB / 7.695GiB   0.32%               2.39MB / 2.43MB     197kB / 32.8kB      12
c8de34c73514        peer55.org1.example.com                     1.74%               25.2MiB / 7.695GiB    0.32%               2.23MB / 2.1MB      172kB / 32.8kB      13
a5a79b4f41c2        peer84.org1.example.com                     1.16%               25.65MiB / 7.695GiB   0.33%               2.1MB / 2.15MB      57.3kB / 32.8kB     12
949c5f4e89b1        peer17.org1.example.com                     4.21%               24.69MiB / 7.695GiB   0.31%               2.28MB / 2.28MB     164kB / 32.8kB      13
cc4ed00dbc5a        peer13.org1.example.com                     0.96%               25.66MiB / 7.695GiB   0.33%               2.31MB / 2.52MB     229kB / 32.8kB      13
e637f158f09e        peer60.org1.example.com                     1.28%               25.04MiB / 7.695GiB   0.32%               2.48MB / 2.8MB      81.9kB / 32.8kB     13
bae0e839064f        peer35.org1.example.com                     1.03%               25.41MiB / 7.695GiB   0.32%               2.44MB / 2.84MB     197kB / 32.8kB      13
31ec5d034e94        peer74.org1.example.com                     1.02%               25.65MiB / 7.695GiB   0.33%               2.27MB / 2.43MB     295kB / 32.8kB      14
de1e3ee0718b        peer29.org1.example.com                     1.06%               24.95MiB / 7.695GiB   0.32%               2.3MB / 2.68MB      106kB / 32.8kB      12
aa98b4e551fd        peer79.org1.example.com                     1.01%               25.47MiB / 7.695GiB   0.32%               2.43MB / 2.65MB     147kB / 32.8kB      12
97dea4de47d0        peer32.org1.example.com                     1.37%               25.6MiB / 7.695GiB    0.32%               2.6MB / 2.63MB      238kB / 32.8kB      12
2ad54ba8faa8        peer97.org1.example.com                     0.79%               25.53MiB / 7.695GiB   0.32%               2.36MB / 2.39MB     115kB / 32.8kB      13
0d66e5724205        peer70.org1.example.com                     0.91%               25.08MiB / 7.695GiB   0.32%               2.26MB / 2.51MB     90.1kB / 32.8kB     13
05a1a50f6364        peer50.org1.example.com                     1.17%               25.93MiB / 7.695GiB   0.33%               2.7MB / 2.84MB      426kB / 32.8kB      12
56ba63f4fb49        peer62.org1.example.com                     1.00%               26.42MiB / 7.695GiB   0.34%               2.75MB / 2.65MB     287kB / 32.8kB      13
08c451d9ae59        peer16.org1.example.com                     1.45%               24.86MiB / 7.695GiB   0.32%               2.52MB / 2.96MB     115kB / 32.8kB      12
6883a64f237b        peer83.org1.example.com                     1.32%               25.05MiB / 7.695GiB   0.32%               2.42MB / 2.88MB     254kB / 164kB       13
f87e8caec353        peer87.org1.example.com                     1.07%               24.71MiB / 7.695GiB   0.31%               2.52MB / 2.87MB     279kB / 32.8kB      13
246286302c25        peer73.org1.example.com                     1.71%               26.02MiB / 7.695GiB   0.33%               2.55MB / 2.37MB     172kB / 147kB       15
4777ab4a85b1        peer80.org1.example.com                     0.85%               26.34MiB / 7.695GiB   0.33%               2.32MB / 1.93MB     65.5kB / 106kB      15
7e32e6cb0a55        peer34.org1.example.com                     2.26%               24.96MiB / 7.695GiB   0.32%               2.12MB / 1.55MB     156kB / 32.8kB      13
c885f63303d8        peer42.org1.example.com                     1.22%               23.95MiB / 7.695GiB   0.30%               2.11MB / 2.93MB     238kB / 32.8kB      11
b5e1266682df        peer67.org1.example.com                     1.23%               24.75MiB / 7.695GiB   0.31%               2.69MB / 3.04MB     303kB / 32.8kB      13
22be238ab02a        peer27.org1.example.com                     1.04%               26.58MiB / 7.695GiB   0.34%               2.61MB / 2.44MB     139kB / 32.8kB      13
fafe1e518a28        peer12.org1.example.com                     1.13%               24.79MiB / 7.695GiB   0.31%               1.84MB / 2.01MB     254kB / 41kB        11
c190f5ba891c        peer91.org1.example.com                     6.27%               26.32MiB / 7.695GiB   0.33%               2.59MB / 2.58MB     98.3kB / 32.8kB     13
ac7322e424c0        peer99.org1.example.com                     1.02%               26.81MiB / 7.695GiB   0.34%               2.79MB / 3.16MB     147kB / 32.8kB      14
4dee2e38ea0a        peer94.org1.example.com                     1.37%               24.23MiB / 7.695GiB   0.31%               2.22MB / 2.57MB     319kB / 32.8kB      11
4f6407b1dddb        peer24.org1.example.com                     0.89%               24.73MiB / 7.695GiB   0.31%               2.4MB / 3.11MB      65.5kB / 32.8kB     11
9fae82985af6        peer88.org1.example.com                     1.21%               24.72MiB / 7.695GiB   0.31%               2.24MB / 2.82MB     156kB / 508kB       12
3e1fae0c9301        peer38.org1.example.com                     1.05%               27.02MiB / 7.695GiB   0.34%               4.17MB / 3.89MB     213kB / 139kB       15
a83c304cc667        peer89.org1.example.com                     8.84%               26.75MiB / 7.695GiB   0.34%               4.67MB / 3.76MB     123kB / 115kB       13
66587be9d49f        peer59.org1.example.com                     8.32%               28.73MiB / 7.695GiB   0.36%               4.46MB / 3.8MB      623kB / 32.8kB      15
91b7c39da561        peer76.org1.example.com                     1.15%               27.58MiB / 7.695GiB   0.35%               4.41MB / 4.04MB     451kB / 32.8kB      16
e194deb2dbd8        peer85.org1.example.com                     1.74%               27.01MiB / 7.695GiB   0.34%               4.58MB / 3.76MB     81.9kB / 32.8kB     15
f721e09db0d2        peer1.org1.example.com                      18.48%              59.09MiB / 7.695GiB   0.75%               12.6MB / 49.3MB     106kB / 65.5kB      16
85fdbda25496        peer64.org1.example.com                     3.20%               27.3MiB / 7.695GiB    0.35%               4.29MB / 3.31MB     98.3kB / 32.8kB     16
cc059df2b03e        peer44.org1.example.com                     1.03%               25.61MiB / 7.695GiB   0.33%               2.32MB / 2.26MB     156kB / 65.5kB      13
672f538c553a        peer66.org1.example.com                     1.48%               27.69MiB / 7.695GiB   0.35%               4.63MB / 3.88MB     172kB / 98.3kB      16
76fe575b8a28        peer4.org1.example.com                      1.49%               27.47MiB / 7.695GiB   0.35%               4.45MB / 3.45MB     24.6kB / 32.8kB     15
7038433af252        peer36.org1.example.com                     4.22%               26.68MiB / 7.695GiB   0.34%               4.37MB / 3.73MB     246kB / 32.8kB      15
dad1128906d0        peer69.org1.example.com                     3.35%               28.53MiB / 7.695GiB   0.36%               4.53MB / 3.44MB     524kB / 32.8kB      15
9a6ec4480c05        peer21.org1.example.com                     2.42%               28.51MiB / 7.695GiB   0.36%               4.58MB / 3.86MB     90.1kB / 32.8kB     15
4bb3b5d4b097        peer18.org1.example.com                     2.03%               26.35MiB / 7.695GiB   0.33%               4.33MB / 3.36MB     229kB / 32.8kB      14
c6a83a8e1efd        peer19.org1.example.com                     1.25%               27.06MiB / 7.695GiB   0.34%               4.23MB / 3.66MB     197kB / 32.8kB      16
3f5e6c600a39        orderer.example.com                         1.89%               10.95MiB / 7.695GiB   0.14%               332kB / 156kB       21.8MB / 393kB      8
b48ee84170b0        peer46.org1.example.com                     8.51%               28.43MiB / 7.695GiB   0.36%               4.66MB / 3.89MB     254kB / 32.8kB      17
df3a7c7a4f30        peer41.org1.example.com                     2.80%               28.03MiB / 7.695GiB   0.36%               4.48MB / 3.48MB     164kB / 32.8kB      15
9f16950228a9        peer8.org1.example.com                      1.01%               27.54MiB / 7.695GiB   0.35%               4.4MB / 3.67MB      238kB / 32.8kB      17
45b3b9deb6de        peer86.org1.example.com                     1.76%               28.77MiB / 7.695GiB   0.37%               4.54MB / 3.64MB     164kB / 844kB       16
1126ca20feff        peer47.org1.example.com                     2.92%               27.97MiB / 7.695GiB   0.35%               4.62MB / 3.73MB     156kB / 32.8kB      16
eea21119143e        peer6.org1.example.com                      1.53%               28.29MiB / 7.695GiB   0.36%               4.76MB / 3.61MB     172kB / 32.8kB      15
d6b3d6a8cbc5        peer75.org1.example.com                     1.16%               28.59MiB / 7.695GiB   0.36%               5.03MB / 3.92MB     98.3kB / 115kB      17
16dac51b21bf        peer81.org1.example.com                     1.17%               27.73MiB / 7.695GiB   0.35%               4.51MB / 3.69MB     188kB / 32.8kB      17
8fbe20ef8121        peer37.org1.example.com                     0.95%               27.04MiB / 7.695GiB   0.34%               2.86MB / 2.35MB     131kB / 73.7kB      14
205a6533cccd        peer28.org1.example.com                     1.04%               26.61MiB / 7.695GiB   0.34%               2.9MB / 2.6MB       180kB / 32.8kB      14
8eebd44eda88        peer2.org1.example.com                      0.93%               27.91MiB / 7.695GiB   0.35%               4.2MB / 3.14MB      442kB / 115kB       15
720975843f70        peer68.org1.example.com                     7.78%               26.8MiB / 7.695GiB    0.34%               4.21MB / 3.23MB     377kB / 32.8kB      15
317ae39a9873        peer48.org1.example.com                     2.18%               28.05MiB / 7.695GiB   0.36%               3.81MB / 2.9MB      106kB / 32.8kB      17
db26f2b96628        peer10.org1.example.com                     1.84%               27.89MiB / 7.695GiB   0.35%               4.31MB / 3.33MB     180kB / 32.8kB      15
ecab3ff61eab        peer98.org1.example.com                     1.24%               26.28MiB / 7.695GiB   0.33%               3.84MB / 2.94MB     106kB / 32.8kB      14
198c111231c8        peer93.org1.example.com                     2.61%               27.24MiB / 7.695GiB   0.35%               4.49MB / 3.36MB     221kB / 90.1kB      17
eab2ede5706b        peer71.org1.example.com                     4.95%               27.66MiB / 7.695GiB   0.35%               3.93MB / 2.19MB     852kB / 32.8kB      14
a760ba830f2d        peer77.org1.example.com                     6.20%               27.25MiB / 7.695GiB   0.35%               2.87MB / 1.79MB     147kB / 49.2kB      15
f7aaf54ac48b        peer58.org1.example.com                     3.11%               28.21MiB / 7.695GiB   0.36%               4.55MB / 3.59MB     205kB / 32.8kB      15
5aec44e7e656        peer11.org1.example.com                     1.53%               29.16MiB / 7.695GiB   0.37%               3.5MB / 1.28MB      32.8kB / 32.8kB     16
d384efbb7f40        peer40.org1.example.com                     0.94%               29.43MiB / 7.695GiB   0.37%               4.03MB / 2.49MB     98.3kB / 32.8kB     15
023348fc4823        peer20.org1.example.com                     0.75%               26.7MiB / 7.695GiB    0.34%               3MB / 1.07MB        41kB / 32.8kB       14
58aa95f6a58b        peer9.org1.example.com                      1.27%               27.42MiB / 7.695GiB   0.35%               3.41MB / 1.27MB     254kB / 32.8kB      17
45c108523282        peer45.org1.example.com                     1.50%               27.83MiB / 7.695GiB   0.35%               3.61MB / 1.42MB     57.3kB / 32.8kB     15
eff0ce3d778e        peer3.org1.example.com                      4.80%               27.53MiB / 7.695GiB   0.35%               3.53MB / 1.35MB     139kB / 32.8kB      16
01557fa306df        peer51.org1.example.com                     1.22%               28.63MiB / 7.695GiB   0.36%               3.49MB / 1.64MB     73.7kB / 32.8kB     16
065f6ed18ed7        peer57.org1.example.com                     2.42%               28.81MiB / 7.695GiB   0.37%               3.75MB / 1.41MB     65.5kB / 32.8kB     15
c036b66baf22        peer26.org1.example.com                     0.75%               27.7MiB / 7.695GiB    0.35%               3.72MB / 1.35MB     65.5kB / 32.8kB     15
4e1e3e229574        peer7.org1.example.com                      0.84%               28.83MiB / 7.695GiB   0.37%               3.46MB / 1.47MB     164kB / 32.8kB      18
b551342d1d66        peer23.org1.example.com                     1.94%               28.07MiB / 7.695GiB   0.36%               4.02MB / 2.18MB     524kB / 32.8kB      15
111ec92811dc        peer65.org1.example.com                     1.35%               28.66MiB / 7.695GiB   0.36%               3.45MB / 1.27MB     131kB / 123kB       17
4b79960f5d94        peer0.org1.example.com                      15.99%              110.3MiB / 7.695GiB   1.40%               17.3MB / 47.6MB     13.5MB / 369kB      15
91023ac5f6e0        peer31.org1.example.com                     1.24%               28.57MiB / 7.695GiB   0.36%               3.41MB / 1.26MB     254kB / 32.8kB      15
c13373dc2c1f        peer56.org1.example.com                     1.24%               28.14MiB / 7.695GiB   0.36%               4.38MB / 3.14MB     246kB / 49.2kB      15
