1542764557.5791452,peer72.org1.example.com,802kB / 247kB,802000,247000
1542764557.5791452,peer5.org1.example.com,770kB / 233kB,770000,233000
1542764557.5791452,peer96.org1.example.com,611kB / 253kB,611000,253000
1542764557.5791452,peer49.org1.example.com,689kB / 241kB,689000,241000
1542764557.5791452,peer14.org1.example.com,863kB / 446kB,863000,446000

peer63.org1.example.com,192kB / 81.9kB
peer54.org1.example.com,200kB / 100kB
peer95.org1.example.com,202kB / 96.2kB
peer30.org1.example.com,202kB / 99.1kB
peer90.org1.example.com,206kB / 128kB
peer55.org1.example.com,254kB / 106kB
peer84.org1.example.com,249kB / 146kB
peer17.org1.example.com,261kB / 138kB
peer13.org1.example.com,258kB / 165kB
peer60.org1.example.com,256kB / 191kB
peer35.org1.example.com,257kB / 180kB
peer74.org1.example.com,331kB / 177kB
peer29.org1.example.com,255kB / 195kB
peer79.org1.example.com,247kB / 173kB
peer32.org1.example.com,302kB / 173kB
peer97.org1.example.com,305kB / 149kB
peer70.org1.example.com,289kB / 219kB
peer50.org1.example.com,351kB / 214kB
peer62.org1.example.com,382kB / 231kB
peer16.org1.example.com,267kB / 169kB
peer83.org1.example.com,259kB / 198kB
peer87.org1.example.com,268kB / 213kB
peer73.org1.example.com,368kB / 282kB
peer80.org1.example.com,354kB / 240kB
peer34.org1.example.com,374kB / 199kB
peer42.org1.example.com,312kB / 330kB
peer67.org1.example.com,302kB / 215kB
peer27.org1.example.com,376kB / 295kB
peer12.org1.example.com,268kB / 225kB
peer91.org1.example.com,353kB / 235kB
peer99.org1.example.com,505kB / 393kB
peer94.org1.example.com,270kB / 218kB
peer24.org1.example.com,359kB / 342kB
peer88.org1.example.com,309kB / 309kB
peer38.org1.example.com,700kB / 558kB
peer89.org1.example.com,730kB / 530kB
peer59.org1.example.com,693kB / 537kB
peer76.org1.example.com,755kB / 597kB
peer85.org1.example.com,895kB / 662kB
peer1.org1.example.com,2.38MB / 5.82MB
peer64.org1.example.com,766kB / 546kB
peer44.org1.example.com,565kB / 472kB
peer66.org1.example.com,701kB / 568kB
peer4.org1.example.com,716kB / 533kB
peer36.org1.example.com,832kB / 621kB
peer69.org1.example.com,834kB / 596kB
peer21.org1.example.com,872kB / 717kB
peer18.org1.example.com,769kB / 642kB
peer19.org1.example.com,636kB / 577kB
orderer.example.com,140kB / 2.15kB
peer46.org1.example.com,944kB / 696kB
peer41.org1.example.com,898kB / 611kB
peer8.org1.example.com,875kB / 689kB
peer86.org1.example.com,948kB / 694kB
peer47.org1.example.com,891kB / 654kB
peer6.org1.example.com,949kB / 748kB
peer75.org1.example.com,979kB / 730kB
peer81.org1.example.com,850kB / 724kB
peer37.org1.example.com,715kB / 570kB
peer28.org1.example.com,694kB / 528kB
peer2.org1.example.com,1.04MB / 684kB
peer68.org1.example.com,794kB / 587kB
peer48.org1.example.com,788kB / 539kB
peer10.org1.example.com,793kB / 583kB
peer98.org1.example.com,794kB / 569kB
peer93.org1.example.com,842kB / 623kB
peer71.org1.example.com,779kB / 447kB
peer77.org1.example.com,847kB / 452kB
peer58.org1.example.com,1.01MB / 738kB
peer11.org1.example.com,630kB / 213kB
peer40.org1.example.com,711kB / 329kB
peer20.org1.example.com,575kB / 182kB
peer9.org1.example.com,604kB / 200kB
peer45.org1.example.com,655kB / 242kB
peer3.org1.example.com,660kB / 167kB
peer51.org1.example.com,755kB / 284kB
peer57.org1.example.com,628kB / 177kB
peer26.org1.example.com,756kB / 225kB
peer7.org1.example.com,590kB / 236kB
peer23.org1.example.com,764kB / 440kB
peer65.org1.example.com,720kB / 178kB
peer0.org1.example.com,4.13MB / 12.1MB
peer31.org1.example.com,719kB / 196kB
peer56.org1.example.com,801kB / 590kB
peer52.org1.example.com,576kB / 242kB
peer92.org1.example.com,613kB / 200kB
peer78.org1.example.com,792kB / 455kB
peer43.org1.example.com,656kB / 216kB
peer22.org1.example.com,585kB / 177kB
peer61.org1.example.com,161kB / 16.9kB
peer25.org1.example.com,725kB / 203kB
peer39.org1.example.com,699kB / 230kB
peer33.org1.example.com,718kB / 223kB
peer82.org1.example.com,716kB / 347kB
peer15.org1.example.com,506kB / 175kB
peer53.org1.example.com,647kB / 190kB
peer72.org1.example.com,817kB / 254kB
peer5.org1.example.com,823kB / 238kB
peer96.org1.example.com,671kB / 261kB
peer49.org1.example.com,742kB / 245kB
peer14.org1.example.com,886kB / 466kB
1542764561.1572294,peer63.org1.example.com,192kB / 81.9kB,192000,81900
1542764561.1572294,peer54.org1.example.com,200kB / 100kB,200000,100000
1542764561.1572294,peer95.org1.example.com,202kB / 96.2kB,202000,96200
1542764561.1572294,peer30.org1.example.com,202kB / 99.1kB,202000,99100
1542764561.1572294,peer90.org1.example.com,206kB / 128kB,206000,128000
1542764561.1572294,peer55.org1.example.com,254kB / 106kB,254000,106000
1542764561.1572294,peer84.org1.example.com,249kB / 146kB,249000,146000
1542764561.1572294,peer17.org1.example.com,261kB / 138kB,261000,138000
1542764561.1572294,peer13.org1.example.com,258kB / 165kB,258000,165000
1542764561.1572294,peer60.org1.example.com,256kB / 191kB,256000,191000
1542764561.1572294,peer35.org1.example.com,257kB / 180kB,257000,180000
1542764561.1572294,peer74.org1.example.com,331kB / 177kB,331000,177000
1542764561.1572294,peer29.org1.example.com,255kB / 195kB,255000,195000
1542764561.1572294,peer79.org1.example.com,247kB / 173kB,247000,173000
1542764561.1572294,peer32.org1.example.com,302kB / 173kB,302000,173000
1542764561.1572294,peer97.org1.example.com,305kB / 149kB,305000,149000
1542764561.1572294,peer70.org1.example.com,289kB / 219kB,289000,219000
1542764561.1572294,peer50.org1.example.com,351kB / 214kB,351000,214000
1542764561.1572294,peer62.org1.example.com,382kB / 231kB,382000,231000
1542764561.1572294,peer16.org1.example.com,267kB / 169kB,267000,169000
1542764561.1572294,peer83.org1.example.com,259kB / 198kB,259000,198000
1542764561.1572294,peer87.org1.example.com,268kB / 213kB,268000,213000
1542764561.1572294,peer73.org1.example.com,368kB / 282kB,368000,282000
1542764561.1572294,peer80.org1.example.com,354kB / 240kB,354000,240000
1542764561.1572294,peer34.org1.example.com,374kB / 199kB,374000,199000
1542764561.1572294,peer42.org1.example.com,312kB / 330kB,312000,330000
1542764561.1572294,peer67.org1.example.com,302kB / 215kB,302000,215000
1542764561.1572294,peer27.org1.example.com,376kB / 295kB,376000,295000
1542764561.1572294,peer12.org1.example.com,268kB / 225kB,268000,225000
1542764561.1572294,peer91.org1.example.com,353kB / 235kB,353000,235000
1542764561.1572294,peer99.org1.example.com,505kB / 393kB,505000,393000
1542764561.1572294,peer94.org1.example.com,270kB / 218kB,270000,218000
1542764561.1572294,peer24.org1.example.com,359kB / 342kB,359000,342000
1542764561.1572294,peer88.org1.example.com,309kB / 309kB,309000,309000
1542764561.1572294,peer38.org1.example.com,700kB / 558kB,700000,558000
1542764561.1572294,peer89.org1.example.com,730kB / 530kB,730000,530000
1542764561.1572294,peer59.org1.example.com,693kB / 537kB,693000,537000
1542764561.1572294,peer76.org1.example.com,755kB / 597kB,755000,597000
1542764561.1572294,peer85.org1.example.com,895kB / 662kB,895000,662000
1542764561.1572294,peer1.org1.example.com,2.38MB / 5.82MB,2380000,5820000
1542764561.1572294,peer64.org1.example.com,766kB / 546kB,766000,546000
1542764561.1572294,peer44.org1.example.com,565kB / 472kB,565000,472000
1542764561.1572294,peer66.org1.example.com,701kB / 568kB,701000,568000
1542764561.1572294,peer4.org1.example.com,716kB / 533kB,716000,533000
1542764561.1572294,peer36.org1.example.com,832kB / 621kB,832000,621000
1542764561.1572294,peer69.org1.example.com,834kB / 596kB,834000,596000
1542764561.1572294,peer21.org1.example.com,872kB / 717kB,872000,717000
1542764561.1572294,peer18.org1.example.com,769kB / 642kB,769000,642000
1542764561.1572294,peer19.org1.example.com,636kB / 577kB,636000,577000
1542764561.1572294,orderer.example.com,140kB / 2.15kB,140000,2150
1542764561.1572294,peer46.org1.example.com,944kB / 696kB,944000,696000
1542764561.1572294,peer41.org1.example.com,898kB / 611kB,898000,611000
1542764561.1572294,peer8.org1.example.com,875kB / 689kB,875000,689000
1542764561.1572294,peer86.org1.example.com,948kB / 694kB,948000,694000
1542764561.1572294,peer47.org1.example.com,891kB / 654kB,891000,654000
1542764561.1572294,peer6.org1.example.com,949kB / 748kB,949000,748000
1542764561.1572294,peer75.org1.example.com,979kB / 730kB,979000,730000
1542764561.1572294,peer81.org1.example.com,850kB / 724kB,850000,724000
1542764561.1572294,peer37.org1.example.com,715kB / 570kB,715000,570000
1542764561.1572294,peer28.org1.example.com,694kB / 528kB,694000,528000
1542764561.1572294,peer2.org1.example.com,1.04MB / 684kB,1040000,684000
1542764561.1572294,peer68.org1.example.com,794kB / 587kB,794000,587000
1542764561.1572294,peer48.org1.example.com,788kB / 539kB,788000,539000
1542764561.1572294,peer10.org1.example.com,793kB / 583kB,793000,583000
1542764561.1572294,peer98.org1.example.com,794kB / 569kB,794000,569000
1542764561.1572294,peer93.org1.example.com,842kB / 623kB,842000,623000
1542764561.1572294,peer71.org1.example.com,779kB / 447kB,779000,447000
1542764561.1572294,peer77.org1.example.com,847kB / 452kB,847000,452000
1542764561.1572294,peer58.org1.example.com,1.01MB / 738kB,1010000,738000
1542764561.1572294,peer11.org1.example.com,630kB / 213kB,630000,213000
1542764561.1572294,peer40.org1.example.com,711kB / 329kB,711000,329000
1542764561.1572294,peer20.org1.example.com,575kB / 182kB,575000,182000
1542764561.1572294,peer9.org1.example.com,604kB / 200kB,604000,200000
1542764561.1572294,peer45.org1.example.com,655kB / 242kB,655000,242000
1542764561.1572294,peer3.org1.example.com,660kB / 167kB,660000,167000
1542764561.1572294,peer51.org1.example.com,755kB / 284kB,755000,284000
1542764561.1572294,peer57.org1.example.com,628kB / 177kB,628000,177000
1542764561.1572294,peer26.org1.example.com,756kB / 225kB,756000,225000
1542764561.1572294,peer7.org1.example.com,590kB / 236kB,590000,236000
1542764561.1572294,peer23.org1.example.com,764kB / 440kB,764000,440000
1542764561.1572294,peer65.org1.example.com,720kB / 178kB,720000,178000
1542764561.1572294,peer0.org1.example.com,4.13MB / 12.1MB,4130000,12100000
1542764561.1572294,peer31.org1.example.com,719kB / 196kB,719000,196000
1542764561.1572294,peer56.org1.example.com,801kB / 590kB,801000,590000
1542764561.1572294,peer52.org1.example.com,576kB / 242kB,576000,242000
1542764561.1572294,peer92.org1.example.com,613kB / 200kB,613000,200000
1542764561.1572294,peer78.org1.example.com,792kB / 455kB,792000,455000
1542764561.1572294,peer43.org1.example.com,656kB / 216kB,656000,216000
1542764561.1572294,peer22.org1.example.com,585kB / 177kB,585000,177000
1542764561.1572294,peer61.org1.example.com,161kB / 16.9kB,161000,16900
1542764561.1572294,peer25.org1.example.com,725kB / 203kB,725000,203000
1542764561.1572294,peer39.org1.example.com,699kB / 230kB,699000,230000
1542764561.1572294,peer33.org1.example.com,718kB / 223kB,718000,223000
1542764561.1572294,peer82.org1.example.com,716kB / 347kB,716000,347000
1542764561.1572294,peer15.org1.example.com,506kB / 175kB,506000,175000
1542764561.1572294,peer53.org1.example.com,647kB / 190kB,647000,190000
1542764561.1572294,peer72.org1.example.com,817kB / 254kB,817000,254000
1542764561.1572294,peer5.org1.example.com,823kB / 238kB,823000,238000
1542764561.1572294,peer96.org1.example.com,671kB / 261kB,671000,261000
1542764561.1572294,peer49.org1.example.com,742kB / 245kB,742000,245000
1542764561.1572294,peer14.org1.example.com,886kB / 466kB,886000,466000

peer63.org1.example.com,204kB / 97.8kB
peer54.org1.example.com,238kB / 127kB
peer95.org1.example.com,213kB / 111kB
peer30.org1.example.com,210kB / 106kB
peer90.org1.example.com,213kB / 134kB
peer55.org1.example.com,322kB / 132kB
peer84.org1.example.com,260kB / 161kB
peer17.org1.example.com,303kB / 166kB
peer13.org1.example.com,269kB / 178kB
peer60.org1.example.com,269kB / 212kB
peer35.org1.example.com,270kB / 199kB
peer74.org1.example.com,343kB / 195kB
peer29.org1.example.com,267kB / 211kB
peer79.org1.example.com,257kB / 184kB
peer32.org1.example.com,321kB / 194kB
peer97.org1.example.com,314kB / 162kB
peer70.org1.example.com,311kB / 242kB
peer50.org1.example.com,366kB / 237kB
peer62.org1.example.com,392kB / 243kB
peer16.org1.example.com,278kB / 183kB
peer83.org1.example.com,273kB / 219kB
peer87.org1.example.com,312kB / 229kB
peer73.org1.example.com,380kB / 297kB
peer80.org1.example.com,363kB / 249kB
peer34.org1.example.com,380kB / 203kB
peer42.org1.example.com,326kB / 349kB
peer67.org1.example.com,315kB / 231kB
peer27.org1.example.com,386kB / 308kB
peer12.org1.example.com,277kB / 236kB
peer91.org1.example.com,371kB / 261kB
peer99.org1.example.com,524kB / 418kB
peer94.org1.example.com,277kB / 225kB
peer24.org1.example.com,376kB / 368kB
peer88.org1.example.com,322kB / 326kB
peer38.org1.example.com,724kB / 587kB
peer89.org1.example.com,797kB / 553kB
peer59.org1.example.com,717kB / 568kB
peer76.org1.example.com,783kB / 629kB
peer85.org1.example.com,923kB / 694kB
peer1.org1.example.com,2.45MB / 6.1MB
peer64.org1.example.com,780kB / 565kB
peer44.org1.example.com,577kB / 486kB
peer66.org1.example.com,758kB / 584kB
peer4.org1.example.com,742kB / 562kB
peer36.org1.example.com,862kB / 652kB
peer69.org1.example.com,900kB / 654kB
peer21.org1.example.com,890kB / 740kB
peer18.org1.example.com,791kB / 665kB
peer19.org1.example.com,685kB / 593kB
orderer.example.com,143kB / 2.15kB
peer46.org1.example.com,980kB / 730kB
peer41.org1.example.com,922kB / 637kB
peer8.org1.example.com,895kB / 714kB
peer86.org1.example.com,965kB / 722kB
peer47.org1.example.com,911kB / 678kB
peer6.org1.example.com,976kB / 779kB
peer75.org1.example.com,1.07MB / 785kB
peer81.org1.example.com,927kB / 773kB
peer37.org1.example.com,791kB / 619kB
peer28.org1.example.com,749kB / 569kB
peer2.org1.example.com,1.05MB / 706kB
peer68.org1.example.com,816kB / 613kB
peer48.org1.example.com,804kB / 560kB
peer10.org1.example.com,846kB / 597kB
peer98.org1.example.com,819kB / 589kB
peer93.org1.example.com,904kB / 656kB
peer71.org1.example.com,793kB / 457kB
peer77.org1.example.com,865kB / 465kB
peer58.org1.example.com,1.03MB / 765kB
peer11.org1.example.com,635kB / 213kB
peer40.org1.example.com,720kB / 337kB
peer20.org1.example.com,635kB / 215kB
peer9.org1.example.com,659kB / 206kB
peer45.org1.example.com,703kB / 266kB
peer3.org1.example.com,719kB / 195kB
peer51.org1.example.com,835kB / 323kB
peer57.org1.example.com,643kB / 183kB
peer26.org1.example.com,767kB / 229kB
peer7.org1.example.com,683kB / 261kB
peer23.org1.example.com,774kB / 451kB
peer65.org1.example.com,735kB / 183kB
peer0.org1.example.com,4.23MB / 12.3MB
peer31.org1.example.com,736kB / 203kB
peer56.org1.example.com,828kB / 614kB
peer52.org1.example.com,581kB / 242kB
peer92.org1.example.com,628kB / 205kB
peer78.org1.example.com,864kB / 499kB
peer43.org1.example.com,661kB / 219kB
peer22.org1.example.com,656kB / 214kB
peer61.org1.example.com,165kB / 16.9kB
peer25.org1.example.com,735kB / 207kB
peer39.org1.example.com,703kB / 231kB
peer33.org1.example.com,801kB / 262kB
peer82.org1.example.com,728kB / 353kB
peer15.org1.example.com,551kB / 200kB
peer53.org1.example.com,660kB / 195kB
peer72.org1.example.com,829kB / 258kB
peer5.org1.example.com,854kB / 250kB
peer96.org1.example.com,688kB / 268kB
peer49.org1.example.com,754kB / 251kB
peer14.org1.example.com,912kB / 489kB
1542764564.716481,peer63.org1.example.com,204kB / 97.8kB,204000,97800
1542764564.716481,peer54.org1.example.com,238kB / 127kB,238000,127000
1542764564.716481,peer95.org1.example.com,213kB / 111kB,213000,111000
1542764564.716481,peer30.org1.example.com,210kB / 106kB,210000,106000
1542764564.716481,peer90.org1.example.com,213kB / 134kB,213000,134000
1542764564.716481,peer55.org1.example.com,322kB / 132kB,322000,132000
1542764564.716481,peer84.org1.example.com,260kB / 161kB,260000,161000
1542764564.716481,peer17.org1.example.com,303kB / 166kB,303000,166000
1542764564.716481,peer13.org1.example.com,269kB / 178kB,269000,178000
1542764564.716481,peer60.org1.example.com,269kB / 212kB,269000,212000
1542764564.716481,peer35.org1.example.com,270kB / 199kB,270000,199000
1542764564.716481,peer74.org1.example.com,343kB / 195kB,343000,195000
1542764564.716481,peer29.org1.example.com,267kB / 211kB,267000,211000
1542764564.716481,peer79.org1.example.com,257kB / 184kB,257000,184000
1542764564.716481,peer32.org1.example.com,321kB / 194kB,321000,194000
1542764564.716481,peer97.org1.example.com,314kB / 162kB,314000,162000
1542764564.716481,peer70.org1.example.com,311kB / 242kB,311000,242000
1542764564.716481,peer50.org1.example.com,366kB / 237kB,366000,237000
1542764564.716481,peer62.org1.example.com,392kB / 243kB,392000,243000
1542764564.716481,peer16.org1.example.com,278kB / 183kB,278000,183000
1542764564.716481,peer83.org1.example.com,273kB / 219kB,273000,219000
1542764564.716481,peer87.org1.example.com,312kB / 229kB,312000,229000
1542764564.716481,peer73.org1.example.com,380kB / 297kB,380000,297000
1542764564.716481,peer80.org1.example.com,363kB / 249kB,363000,249000
1542764564.716481,peer34.org1.example.com,380kB / 203kB,380000,203000
1542764564.716481,peer42.org1.example.com,326kB / 349kB,326000,349000
1542764564.716481,peer67.org1.example.com,315kB / 231kB,315000,231000
1542764564.716481,peer27.org1.example.com,386kB / 308kB,386000,308000
1542764564.716481,peer12.org1.example.com,277kB / 236kB,277000,236000
1542764564.716481,peer91.org1.example.com,371kB / 261kB,371000,261000
1542764564.716481,peer99.org1.example.com,524kB / 418kB,524000,418000
1542764564.716481,peer94.org1.example.com,277kB / 225kB,277000,225000
1542764564.716481,peer24.org1.example.com,376kB / 368kB,376000,368000
1542764564.716481,peer88.org1.example.com,322kB / 326kB,322000,326000
1542764564.716481,peer38.org1.example.com,724kB / 587kB,724000,587000
1542764564.716481,peer89.org1.example.com,797kB / 553kB,797000,553000
1542764564.716481,peer59.org1.example.com,717kB / 568kB,717000,568000
1542764564.716481,peer76.org1.example.com,783kB / 629kB,783000,629000
1542764564.716481,peer85.org1.example.com,923kB / 694kB,923000,694000
1542764564.716481,peer1.org1.example.com,2.45MB / 6.1MB,2450000,6100000
1542764564.716481,peer64.org1.example.com,780kB / 565kB,780000,565000
1542764564.716481,peer44.org1.example.com,577kB / 486kB,577000,486000
1542764564.716481,peer66.org1.example.com,758kB / 584kB,758000,584000
1542764564.716481,peer4.org1.example.com,742kB / 562kB,742000,562000
1542764564.716481,peer36.org1.example.com,862kB / 652kB,862000,652000
1542764564.716481,peer69.org1.example.com,900kB / 654kB,900000,654000
1542764564.716481,peer21.org1.example.com,890kB / 740kB,890000,740000
1542764564.716481,peer18.org1.example.com,791kB / 665kB,791000,665000
1542764564.716481,peer19.org1.example.com,685kB / 593kB,685000,593000
1542764564.716481,orderer.example.com,143kB / 2.15kB,143000,2150
1542764564.716481,peer46.org1.example.com,980kB / 730kB,980000,730000
1542764564.716481,peer41.org1.example.com,922kB / 637kB,922000,637000
1542764564.716481,peer8.org1.example.com,895kB / 714kB,895000,714000
1542764564.716481,peer86.org1.example.com,965kB / 722kB,965000,722000
1542764564.716481,peer47.org1.example.com,911kB / 678kB,911000,678000
1542764564.716481,peer6.org1.example.com,976kB / 779kB,976000,779000
1542764564.716481,peer75.org1.example.com,1.07MB / 785kB,1070000,785000
1542764564.716481,peer81.org1.example.com,927kB / 773kB,927000,773000
1542764564.716481,peer37.org1.example.com,791kB / 619kB,791000,619000
1542764564.716481,peer28.org1.example.com,749kB / 569kB,749000,569000
1542764564.716481,peer2.org1.example.com,1.05MB / 706kB,1050000,706000
1542764564.716481,peer68.org1.example.com,816kB / 613kB,816000,613000
1542764564.716481,peer48.org1.example.com,804kB / 560kB,804000,560000
1542764564.716481,peer10.org1.example.com,846kB / 597kB,846000,597000
1542764564.716481,peer98.org1.example.com,819kB / 589kB,819000,589000
1542764564.716481,peer93.org1.example.com,904kB / 656kB,904000,656000
1542764564.716481,peer71.org1.example.com,793kB / 457kB,793000,457000
1542764564.716481,peer77.org1.example.com,865kB / 465kB,865000,465000
1542764564.716481,peer58.org1.example.com,1.03MB / 765kB,1030000,765000
1542764564.716481,peer11.org1.example.com,635kB / 213kB,635000,213000
1542764564.716481,peer40.org1.example.com,720kB / 337kB,720000,337000
1542764564.716481,peer20.org1.example.com,635kB / 215kB,635000,215000
1542764564.716481,peer9.org1.example.com,659kB / 206kB,659000,206000
1542764564.716481,peer45.org1.example.com,703kB / 266kB,703000,266000
1542764564.716481,peer3.org1.example.com,719kB / 195kB,719000,195000
1542764564.716481,peer51.org1.example.com,835kB / 323kB,835000,323000
1542764564.716481,peer57.org1.example.com,643kB / 183kB,643000,183000
1542764564.716481,peer26.org1.example.com,767kB / 229kB,767000,229000
1542764564.716481,peer7.org1.example.com,683kB / 261kB,683000,261000
1542764564.716481,peer23.org1.example.com,774kB / 451kB,774000,451000
1542764564.716481,peer65.org1.example.com,735kB / 183kB,735000,183000
1542764564.716481,peer0.org1.example.com,4.23MB / 12.3MB,4230000,12300000
1542764564.716481,peer31.org1.example.com,736kB / 203kB,736000,203000
1542764564.716481,peer56.org1.example.com,828kB / 614kB,828000,614000
1542764564.716481,peer52.org1.example.com,581kB / 242kB,581000,242000
1542764564.716481,peer92.org1.example.com,628kB / 205kB,628000,205000
1542764564.716481,peer78.org1.example.com,864kB / 499kB,864000,499000
1542764564.716481,peer43.org1.example.com,661kB / 219kB,661000,219000
1542764564.716481,peer22.org1.example.com,656kB / 214kB,656000,214000
1542764564.716481,peer61.org1.example.com,165kB / 16.9kB,165000,16900
1542764564.716481,peer25.org1.example.com,735kB / 207kB,735000,207000
1542764564.716481,peer39.org1.example.com,703kB / 231kB,703000,231000
1542764564.716481,peer33.org1.example.com,801kB / 262kB,801000,262000
1542764564.716481,peer82.org1.example.com,728kB / 353kB,728000,353000
1542764564.716481,peer15.org1.example.com,551kB / 200kB,551000,200000
1542764564.716481,peer53.org1.example.com,660kB / 195kB,660000,195000
1542764564.716481,peer72.org1.example.com,829kB / 258kB,829000,258000
1542764564.716481,peer5.org1.example.com,854kB / 250kB,854000,250000
1542764564.716481,peer96.org1.example.com,688kB / 268kB,688000,268000
1542764564.716481,peer49.org1.example.com,754kB / 251kB,754000,251000
1542764564.716481,peer14.org1.example.com,912kB / 489kB,912000,489000

peer63.org1.example.com,249kB / 131kB
peer54.org1.example.com,288kB / 147kB
peer95.org1.example.com,263kB / 153kB
peer30.org1.example.com,257kB / 147kB
peer90.org1.example.com,287kB / 171kB
peer55.org1.example.com,342kB / 153kB
peer84.org1.example.com,340kB / 194kB
peer17.org1.example.com,316kB / 183kB
peer13.org1.example.com,282kB / 198kB
peer60.org1.example.com,284kB / 232kB
peer35.org1.example.com,290kB / 230kB
peer74.org1.example.com,358kB / 217kB
peer29.org1.example.com,280kB / 229kB
peer79.org1.example.com,268kB / 200kB
peer32.org1.example.com,337kB / 218kB
peer97.org1.example.com,330kB / 183kB
peer70.org1.example.com,327kB / 265kB
peer50.org1.example.com,386kB / 265kB
peer62.org1.example.com,405kB / 262kB
peer16.org1.example.com,292kB / 204kB
peer83.org1.example.com,289kB / 242kB
peer87.org1.example.com,334kB / 255kB
peer73.org1.example.com,392kB / 313kB
peer80.org1.example.com,404kB / 261kB
peer34.org1.example.com,389kB / 213kB
peer42.org1.example.com,357kB / 384kB
peer67.org1.example.com,328kB / 248kB
peer27.org1.example.com,438kB / 349kB
peer12.org1.example.com,305kB / 261kB
peer91.org1.example.com,383kB / 279kB
peer99.org1.example.com,579kB / 465kB
peer94.org1.example.com,287kB / 237kB
peer24.org1.example.com,418kB / 428kB
peer88.org1.example.com,351kB / 354kB
peer38.org1.example.com,744kB / 612kB
peer89.org1.example.com,819kB / 584kB
peer59.org1.example.com,731kB / 589kB
peer76.org1.example.com,807kB / 658kB
peer85.org1.example.com,940kB / 753kB
peer1.org1.example.com,2.62MB / 6.23MB
peer64.org1.example.com,795kB / 587kB
peer44.org1.example.com,588kB / 500kB
peer66.org1.example.com,783kB / 649kB
peer4.org1.example.com,762kB / 587kB
peer36.org1.example.com,882kB / 677kB
peer69.org1.example.com,923kB / 676kB
peer21.org1.example.com,940kB / 770kB
peer18.org1.example.com,806kB / 723kB
peer19.org1.example.com,700kB / 627kB
orderer.example.com,148kB / 2.15kB
peer46.org1.example.com,998kB / 750kB
peer41.org1.example.com,950kB / 665kB
peer8.org1.example.com,967kB / 760kB
peer86.org1.example.com,1.04MB / 771kB
peer47.org1.example.com,983kB / 728kB
peer6.org1.example.com,996kB / 808kB
peer75.org1.example.com,1.1MB / 818kB
peer81.org1.example.com,944kB / 793kB
peer37.org1.example.com,803kB / 634kB
peer28.org1.example.com,760kB / 580kB
peer2.org1.example.com,1.06MB / 722kB
peer68.org1.example.com,831kB / 632kB
peer48.org1.example.com,869kB / 575kB
peer10.org1.example.com,868kB / 617kB
peer98.org1.example.com,839kB / 607kB
peer93.org1.example.com,922kB / 702kB
peer71.org1.example.com,805kB / 464kB
peer77.org1.example.com,879kB / 470kB
peer58.org1.example.com,1.06MB / 790kB
peer11.org1.example.com,698kB / 247kB
peer40.org1.example.com,785kB / 379kB
peer20.org1.example.com,639kB / 215kB
peer9.org1.example.com,714kB / 232kB
peer45.org1.example.com,709kB / 268kB
peer3.org1.example.com,735kB / 202kB
peer51.org1.example.com,849kB / 329kB
peer57.org1.example.com,713kB / 217kB
peer26.org1.example.com,845kB / 267kB
peer7.org1.example.com,691kB / 263kB
peer23.org1.example.com,780kB / 453kB
peer65.org1.example.com,795kB / 212kB
peer0.org1.example.com,4.39MB / 12.5MB
peer31.org1.example.com,741kB / 203kB
peer56.org1.example.com,849kB / 637kB
peer52.org1.example.com,585kB / 242kB
peer92.org1.example.com,643kB / 210kB
peer78.org1.example.com,882kB / 520kB
peer43.org1.example.com,666kB / 220kB
peer22.org1.example.com,660kB / 214kB
peer61.org1.example.com,169kB / 16.9kB
peer25.org1.example.com,815kB / 246kB
peer39.org1.example.com,787kB / 273kB
peer33.org1.example.com,894kB / 271kB
peer82.org1.example.com,806kB / 392kB
peer15.org1.example.com,556kB / 200kB
peer53.org1.example.com,673kB / 200kB
peer72.org1.example.com,839kB / 262kB
peer5.org1.example.com,863kB / 254kB
peer96.org1.example.com,695kB / 270kB
peer49.org1.example.com,771kB / 258kB
peer14.org1.example.com,934kB / 508kB
1542764568.377815,peer63.org1.example.com,249kB / 131kB,249000,131000
1542764568.377815,peer54.org1.example.com,288kB / 147kB,288000,147000
1542764568.377815,peer95.org1.example.com,263kB / 153kB,263000,153000
1542764568.377815,peer30.org1.example.com,257kB / 147kB,257000,147000
1542764568.377815,peer90.org1.example.com,287kB / 171kB,287000,171000
1542764568.377815,peer55.org1.example.com,342kB / 153kB,342000,153000
1542764568.377815,peer84.org1.example.com,340kB / 194kB,340000,194000
1542764568.377815,peer17.org1.example.com,316kB / 183kB,316000,183000
1542764568.377815,peer13.org1.example.com,282kB / 198kB,282000,198000
1542764568.377815,peer60.org1.example.com,284kB / 232kB,284000,232000
1542764568.377815,peer35.org1.example.com,290kB / 230kB,290000,230000
1542764568.377815,peer74.org1.example.com,358kB / 217kB,358000,217000
1542764568.377815,peer29.org1.example.com,280kB / 229kB,280000,229000
1542764568.377815,peer79.org1.example.com,268kB / 200kB,268000,200000
1542764568.377815,peer32.org1.example.com,337kB / 218kB,337000,218000
1542764568.377815,peer97.org1.example.com,330kB / 183kB,330000,183000
1542764568.377815,peer70.org1.example.com,327kB / 265kB,327000,265000
1542764568.377815,peer50.org1.example.com,386kB / 265kB,386000,265000
1542764568.377815,peer62.org1.example.com,405kB / 262kB,405000,262000
1542764568.377815,peer16.org1.example.com,292kB / 204kB,292000,204000
